Player,Ally Code,Starting Gear Needed,Progress,Current Gear Needed,GP,Team
Bev el Agua,614383692,0,0,0,152422,Padme JKA Ahsoka GK GMY
Andlu Liown,517837385,8,5,3,135843,Padme JKA Ahsoka R4 GK GMY R3
Demitri,451289817,6,4,2,152742,Padme JKA Ahsoka R3 GK GMY
DarthGwalt,865769187,0,0,0,154079,Padme JKA Ahsoka GK GMY
Ayrbud,127417214,2,2,0,150140,Padme JKA Ahsoka GK GMY
EOD Dad,397586672,15,10,5,142933,Padme JKA R1 Ahsoka R4 GK GMY
Neøn,319665283,4,2,2,145120,Padme R3 JKA Ahsoka GK GMY
Bhaal182,447195826,1,1,0,145717,Padme JKA Ahsoka GK GMY
Szero99,287595833,4,4,0,154341,Padme JKA Ahsoka GK GMY
Agon Thalia,754961339,6,4,2,146134,Padme R3 JKA Ahsoka GK GMY
Jdiddy,978136238,6,6,0,148930,Padme JKA Ahsoka GK GMY
TheSlayer91,978664557,0,0,0,152404,Padme JKA Ahsoka GK GMY
Endcreed,553515637,7,7,0,157758,Padme JKA Ahsoka GK GMY
Blaster08,855782277,0,0,0,158538,Padme JKA Ahsoka GK GMY
Corran Croft,585441817,0,0,0,158678,Padme JKA Ahsoka GK GMY
Mini Bedrock888,263259111,0,0,0,157776,Padme JKA Ahsoka GK GMY
Ace of Spades,961835484,0,0,0,157520,Padme JKA Ahsoka GK GMY
MINI KingFD34,995572385,12,0,12,133148,Padme JKA Ahsoka G12 GK GMY G12
cj9702,817688184,0,0,0,150680,Padme JKA Ahsoka GK GMY
Nexo Fox,335979679,0,0,0,156547,Padme JKA Ahsoka GK GMY
BaByHaGriD,368566945,9,3,6,133450,Padme JKA Ahsoka R3 GK GMY R1
Havoc22,349836582,0,0,0,149167,Padme JKA Ahsoka GK GMY
Banse,819626936,2,2,0,154882,Padme JKA Ahsoka GK GMY
El Torres,685238688,0,0,0,156972,Padme JKA Ahsoka GK GMY
JaYwEsT,748986972,0,0,0,150164,Padme JKA Ahsoka GK GMY
Blur,731183844,0,0,0,148431,Padme JKA Ahsoka GK GMY
beatis,245435316,6,2,4,132479,Padme JKA Ahsoka GK GMY R1
Insidious,473183224,3,3,0,154518,Padme JKA Ahsoka GK GMY
Ello Asty,217261571,8,4,4,144056,Padme R3 JKA Ahsoka R3 GK GMY
Nano,858259842,0,0,0,155799,Padme JKA Ahsoka GK GMY
duck,635468945,8,8,0,151348,Padme JKA Ahsoka GK GMY
Ockalmighty,945643169,0,0,0,158220,Padme JKA Ahsoka GK GMY
BarJudah,941577746,0,0,0,151866,Padme JKA Ahsoka GK GMY
TDU,976589444,0,0,0,160762,Padme JKA Ahsoka GK GMY
Mafrah,584754876,0,0,0,149001,Padme JKA Ahsoka GK GMY
Maath Faselli,832951186,0,0,0,148446,Padme JKA Ahsoka GK GMY
LongTaco15,837681387,0,0,0,147236,Padme JKA Ahsoka GK GMY
JakeKuchta,648487887,6,6,0,135344,Padme JKA Ahsoka GK GMY
Sovereign,528537612,12,3,9,127678,Padme R3 JKA Ahsoka R3 GK R3 GMY R2
AmazingRando,655592634,13,10,3,147118,Padme R2 JKA Ahsoka GK GMY
MikMak,173352618,3,3,0,148577,Padme JKA Ahsoka GK GMY
DrDarkRoast,181267235,0,0,0,155073,Padme JKA Ahsoka GK GMY
Vanilla,168137321,0,0,0,149138,Padme JKA Ahsoka GK GMY
Josiah Zethno,797935243,3,0,3,142022,Padme JKA Ahsoka GK GMY R2
Strickattack,762693744,0,0,0,143464,Padme JKA Ahsoka GK GMY
DarthCan,892618853,0,0,0,148998,Padme JKA Ahsoka GK GMY
ØVERLØRD,466716358,0,0,0,165843,Padme JKA Ahsoka GK GMY
IG8888,532896938,3,1,2,147989,Padme R4 JKA Ahsoka R4 GK GMY
DarthWilkin,389859454,1,1,0,147976,Padme JKA Ahsoka GK GMY
San Holo,688424765,0,0,0,147018,Padme JKA Ahsoka GK GMY
